QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,source,MisconceptionAName,MisconceptionBName,MisconceptionCName,MisconceptionDName,OriginalQuestionId
eedi_713,,"Given the sector angle on a pie chart, calculate the frequency of a group",,Pie Chart,B,"A pie chart illustrates the preferred vacation destinations of a group of students.

If there were \( 300 \) students in total, which of the following calculations would determine how many students chose the beach as their vacation destination? ![A pie chart divided into various sections, labelled with vacation choices. The section for Beach is 90 degrees, Mountain is 180 degrees, and City is 90 degrees. The section for Cruise is depicted with an angle of 0 degrees.]()",\( \frac{90}{300} \times 360 \),\( \frac{90}{360} \times 300 \),\( \frac{90}{90} \times 300 \),The chart lacks sufficient details to make this calculation,,,,,gpt-4o-mini,Misunderstands the relationship between parts of the pie chart and their respective proportions to the whole,,Confuses because the angles add to the total number of students instead of focusing on the proportion to calculate the number of students,Believes that more information is required to derive the number of students despite having adequate data,713
eedi_1798,,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",,Reflection,A,"A rectangle is reflected over the line \( y = -x \). What are the new coordinates of point \( Q \) after the reflection, if \( Q \) has the coordinates (1, -2)? ![A coordinate grid with a rectangle and the reflection line drawn. The rectangle's corners are at (1, -2), (4, -2), (1, 1), and (4, 1). Q is the coordinate (1, -2).]()","\( (-2, -1) \)","\( (-2, 4) \)","\( (2, 1) \)","\( (1, -1) \)",,,,,gpt-4o-mini,Incorrectly applies the reflection formula.,Fails to understand how the coordinates change sign when reflecting over \( y = -x \).,Fails to reflect across mirror line by incorrectly switching x and y values without negating them.,Fails to account for the diagonal nature of the reflection and does not reverse the signs.,1798
eedi_707,,Read values off a real life graph,,Real Life Graphs,B,"![A linear graph showing that 15 miles = £12. ]() The graph can be used to determine how much Sarah's company compensates her for travel.

Sarah's company paid her \( £ 36 \)

How many miles did she travel?",\( 30 \),\( 27 \),\( 15 \),\( 45 \),,,,,gpt-4o-mini,Miscalculates by assuming a different rate per mile.,Correctly calculates based on the graph's direct proportion.,Misunderstands the total amount reflecting only a smaller distance.,Overestimates the miles due to misreading the graph's scale.,707
eedi_1015,,Carry out division problems involving one negative integer,,Multiplying and Dividing Negative Numbers,B,\( -3n < \frac{n}{3} \) For what values of \( n \) is the statement above true?,when \( n \) is positive,when \( n \) is negative,never true,only when \( n = 0 \),,,,,gpt-4o-mini,Assumes that the inequality behaves the same way when \( n \) is positive without analyzing the effect of multiplication by a negative number.,Assumes that all negative numbers will satisfy the inequality without checking specific cases.,Incorrectly concludes that the statement holds for no values of \( n \).,Fails to recognize that \( n = 0 \) does not satisfy the inequality.,1015
eedi_934,,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",,Plotting Lines from Tables of Values,A,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 3x - y = 6 \) 
What should replace the star?",\( 3 \),\( 0 \),\( -3 \),\( 6 \),,,,,gpt-4o-mini,Assumes that adding constants to solve for y is the correct approach without isolating y.,"Believes that if x is 0, y must also be 0 in the context of equations.","Misinterprets the manipulation of signs when solving for y, leading to an incorrect negative value.",Calculates the value of y without considering the influence of the given x value on the original equation.,934
eedi_1773,,Multiply two decimals together with the same number of decimal places,,Multiplying and Dividing with Decimals,B,\( 0.6 \times 0.4 = \),\( 2.4 \),\( 0.24 \),\( 0.24 \),\( 0.064 \),,,,,gpt-4o-mini,"When multiplying decimals, assumes the product should be larger than both decimals",Misplaces the decimal point by not adjusting for the number of decimal places correctly,,Divides the product by too large a power of 10 when trying to insert the decimal,1773
eedi_1767,,"Solve one-step linear equations requiring addition or subtraction, with all positive integers",,Linear Equations,A,"Aisha is simplifying an equation. The left-hand side shows two steps of her work. Aisha consistently applies the same operation to both sides. What operation should replace the star? ![The image shows two lines of equations: the first as \( y + 5 = ... \), and the second is transformed to \( y = ... \) with an arrow connecting and a star next to where the operation is needed.]",\( -5 \),\( +5 \),\( \times 5 \),\( \div 5 \),,,,,gpt-4o-mini,,Thinks that adding is needed instead of subtracting to isolate the variable,Thinks that the property of addition involves multiplication incorrectly,Thinks that the inverse of addition is division instead of subtraction,1767
eedi_1001,,Round numbers to three decimal places,,Rounding to Decimal Places,B,What is \( \mathbf{2.7489} \) rounded to \( 3 \) decimal places?,\( 2.748 \),\( 2.749 \),\( 3.748 \),\( 2.750 \),,,,,gpt-4o-mini,Rounds down incorrectly by not considering the digit following the rounding place,,Rounds incorrectly by changing multiple place values,Rounds up incorrectly from the last digit without calculating correctly,1001
eedi_920,,Round numbers greater than 1 to three significant figures,,Rounding to Significant Figures,A,"Round this number to \( 3 \) significant figures:
\( 123456 \)",\( 123000 \),\( 123500 \),\( 124000 \),\( 123456 \),,,,,gpt-4o-mini,Ignores the importance of the last significant digit to determine rounding,Rounds to the nearest thousand instead of maintaining three significant figures,Mistakenly rounds up to the next significant figure without considering the digits after the third,Fails to recognize that the number needs to be simplified and rounded,920
eedi_1029,,Generate a linear sequence from the nth term rule,,Linear Sequences (nth term),D,"What is the value of the 10th term in the sequence defined by:
\[
3n + 2
\]",\( 32 \),\( 30 \),\( 26 \),\( 28 \),,,,,gpt-4o-mini,Thinks the term value is calculated by using the wrong \( n \) value (perhaps using \( n = 11 \)),Thinks that the sequence is decreasing or miscalculates the linear relationship,"Misunderstands the structure of the equation, possibly forgetting to add the constant",,1029
eedi_908,,Given a sketch of a linear graph solve f(x) = 0,,Graphical Solution of Simultaneous Equations,A,"Consider the linear equation represented by the graph 
\(y = 3 + 0.5x\) ![A set of axes with y=3+0.5x drawn on.]() Use the graph to find the solution for 
\(3 + 0.5x = 0\)",\( x = -6 \),\( x = 0 \),\( x = 3 \),\( x = -3 \),,,,,gpt-4o-mini,,Believes the solution of mx + c = 0 is x = 0,Believes they can find the x-intercept by simply looking at the y-intercept,Believes the solution of mx + c = 0 is found by taking the opposite of c,908
eedi_909,,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,,Inequalities on Number Lines,D,Which number line represents \( 0 < x \leq 4 \) ?,"![Number line with numbers from -5 to 5. Above the 0 is a red, filled circle with an arrow to the right. Above the 4 is an open, unfilled circle with an arrow to the right.]()","![Number line with numbers from -5 to 5. Above the 0 is an open, unfilled circle with the arrow extending to the right. Above the 4 is a blue, filled circle with an arrow extending to the left.]()","![Number line with numbers from -5 to 5. Above the 0 is an open, unfilled circle and above the 4 is a green, filled circle. The two circles are joined by a horizontal line.]()","![Number line with numbers from -5 to 5. Above the 0 is an open, unfilled circle and above the 4 is a purple, filled circle. The two circles are joined by a horizontal line.]()",,,,,gpt-4o-mini,Misinterprets the open and closed circles and their meanings regarding the inequality boundaries.,Confuses which endpoint is included; the filled circle should be at 4.,"When representing an inequality on a number line, assumes that both endpoints should be open instead of recognizing the closed nature of 4.",Nan,909
eedi_1028,,Solve coordinate geometry questions involving quadrilaterals,,Distance Between Two Co-ordinates,C,"What is the width of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (3,8). The bottom right corner of the rectangle is labelled with co-ordinate (10,1). A double-ended horizontal arrow spans the width of the rectangle, starting level with (3,8) and ending level with the corner of the rectangle directly to the right (10,8).]()",\( 5 \),\( 8 \),\( 7 \),\( 3 \),,,,,gpt-4o-mini,Does not know how to find the length of a line segment from coordinates,Confuses the width with the height of the rectangle,Does not understand the relationship between the x-coordinates that determine the width,Miscalculates the x-coordinates to find the width between points,1028
eedi_1766,,Solve linear inequalities in one variable that require three or more steps where the variable appears on one side of the equation,,Solving Linear Inequalities,A,"Solve
\[
12n - 3 < 27 - 2n
\]",\( n < \frac{15}{14} \),\( n < 3 \),\( n > \frac{15}{14} \),\( n \leq 3 \),,,,,gpt-4o-mini,Believes the inequality is correctly manipulated and solved,Underestimates the solution by failing to isolate the variable properly,Misinterprets the direction of the inequality after rearranging the equation,Incorrectly assumes that the solution can include equal values when it cannot,1766
eedi_921,,Round numbers to two decimal places,,Rounding to Decimal Places,A,What is \( 15.67894 \) rounded to \( 2 \) decimal places?,\( 15.68 \),\( 15.67 \),\( 15.69 \),\( 15.60 \),,,,,gpt-4o-mini,Rounds correctly,Rounds down incorrectly by misjudging the rounding rule,"Incorrectly rounds up too much, not adhering to the rounding rules","Changes irrelevant digits, leading to a lower value",921
eedi_1000,,Simplify an algebraic fraction by factorising the numerator,,Simplifying Algebraic Fractions,C,Simplify the expression: \( \frac{2x^2 - 8}{2(x - 4)} \),\( x + 4 \),\( 0 \),\( x - 4 \),\( 2(x+4) \),,,,,gpt-4o-mini,Incorrectly assumes that they can just add terms outside the fraction without factoring correctly,Incorrectly thinks the entire expression evaluates to zero instead of simplifying,Incorrectly cancels one of the factors and believes the remaining expression reduces to a binomial,Incorrectly factors the denominator and does not recognize they need to factor the entire fraction first,1000
eedi_935,,Substitute a solution back into the remaining equation and find the second solution,,Simultaneous Equations,B,"Maria is solving a pair of simultaneous equations, one of which is provided below.

\(
3m + 2n = 12
\)

Maria found that \( n = 2 \). What does \( m \) equal?",\( m = 0 \),\( m = 4 \),\( m = 6 \),\( m = -6 \),,,,,gpt-4o-mini,"Assumes that if \( n \) is positive, \( m \) must also be positive.",Incorrectly assumes that all terms can be treated as independent when substituting.,Believes that substituting \( n \) into the equation doesn't change the balance of the equation.,Misapprehends the effect of negative values when calculating \( m \).,935
